id,category_name,activity_title,activity_id,longitude,latitude,date,image,comment,gender,age_range,disability,puntuacion
275,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208626+00:00,images/3bc8a542-54d6-4ea8-a6a1-dc82bd2e0afa.jpg,,MUJER,26_35,NINGUNA,
230,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.6795656187942,21.09796873725956,2023-12-08 01:07:09.370502+00:00,,,MUJER,26_35,NINGUNA,
217,Riesgo de desastres,Espacios de contingencia frente a catástrofes,35,-101.67956356004136,21.09792956395241,2023-12-08 01:02:28.252850+00:00,,,MUJER,56_65,NINGUNA,
343,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68640183089524,21.09770224111205,2023-12-08 01:18:21.061546+00:00,images/7cef28b5-3c91-4cb1-b8ac-94a263900cf5.jpg,,MUJER,26_35,NINGUNA,7.0
342,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.6854741309022,21.097681841123794,2023-12-08 01:18:21.061463+00:00,images/b0f075b9-be89-4721-8fa7-c9095926a28a.jpg,,MUJER,26_35,NINGUNA,7.0
305,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68099044008557,21.099068805892067,2023-12-08 01:10:47.170921+00:00,,,HOMBRE,18_25,NINGUNA,44.0
277,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68105651012108,21.0990791915416,2023-12-08 01:09:41.208795+00:00,images/cb841dd0-d95c-44a4-9a60-347c3b4e8d12.jpg,,MUJER,26_35,NINGUNA,16.0
274,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208562+00:00,images/dbf0be4e-1547-4a33-8c93-bf352aa5934c.jpg,,MUJER,26_35,NINGUNA,16.0
273,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68106131526878,21.099074708569034,2023-12-08 01:09:41.208495+00:00,images/7f936d59-e837-4910-bc26-9009477dff7f.jpg,,MUJER,26_35,NINGUNA,22.0
233,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.6811829453366,21.09936795868314,2023-12-08 01:07:09.370724+00:00,,,MUJER,26_35,NINGUNA,50.0
227,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68034394097056,21.09695863430124,2023-12-08 01:07:09.370177+00:00,,,MUJER,26_35,NINGUNA,66.0
224,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68173750681387,21.097692149402494,2023-12-08 01:07:09.369945+00:00,,,MUJER,26_35,NINGUNA,66.0
223,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68124221844666,21.09868733079594,2023-12-08 01:07:09.369875+00:00,,,MUJER,26_35,NINGUNA,59.0
220,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.6812146631802,21.09966003241903,2023-12-08 01:02:28.253176+00:00,,,MUJER,56_65,NINGUNA,300.0
219,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.6795263718657,21.0998411319295,2023-12-08 01:02:28.253053+00:00,,,MUJER,56_65,NINGUNA,0.0
215,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68195147830404,21.09884220876515,2023-12-08 01:02:28.252652+00:00,,,MUJER,56_65,NINGUNA,33.0
212,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.6820510000112,21.09916094147686,2023-12-08 01:02:28.252306+00:00,,,MUJER,56_65,NINGUNA,33.0
211,Riesgo de desastres,Riesgo hidrometeorológico,31,-101.68149268736462,21.098959979210747,2023-12-08 01:02:28.252074+00:00,,,MUJER,56_65,NINGUNA,33.0
